25,274,CO_RF,FR-R72R-44,ML Road Frame - Red- 44,352,Road,2011-07-01,Components,Road Frames,Yes
26,275,CO_RF,FR-R72R-48,ML Road Frame - Red- 48,352,Road,2011-07-01,Components,Road Frames,Yes
27,276,CO_RF,FR-R72R-52,ML Road Frame - Red- 52,352,Road,2011-07-01,Components,Road Frames,Yes
28,277,CO_RF,FR-R72R-58,ML Road Frame - Red- 58,352,Road,2011-07-01,Components,Road Frames,Yes
29,278,CO_RF,FR-R72R-60,ML Road Frame - Red- 60,352,Road,2011-07-01,Components,Road Frames,Yes
30,219,CL_SO,SO-B909-L,Mountain Bike Socks- L,3,Mountain,2011-07-01,Clothing,Socks,No
31,218,CL_SO,SO-B909-M,Mountain Bike Socks- M,3,Mountain,2011-07-01,Clothing,Socks,No
32,364,BI_MB,BK-M47B-38,Mountain-300 Black- 38,598,Mountain,2012-07-01,Bikes,Mountain Bikes,Yes
33,365,BI_MB,BK-M47B-40,Mountain-300 Black- 40,598,Mountain,2012-07-01,Bikes,Mountain Bikes,Yes
34,366,BI_MB,BK-M47B-44,Mountain-300 Black- 44,598,Mountain,2012-07-01,Bikes,Mountain Bikes,Yes
35,367,BI_MB,BK-M47B-48,Mountain-300 Black- 48,598,Mountain,2012-07-01,Bikes,Mountain Bikes,Yes
36,339,BI_RB,BK-R50B-44,Road-650 Black- 44,487,Road,2012-07-01,Bikes,Road Bikes,Yes
37,341,BI_RB,BK-R50B-48,Road-650 Black- 48,487,Road,2012-07-01,Bikes,Road Bikes,Yes
38,343,BI_RB,BK-R50B-52,Road-650 Black- 52,487,Road,2012-07-01,Bikes,Road Bikes,Yes
39,333,BI_RB,BK-R50B-58,Road-650 Black- 58,487,Road,2012-07-01,Bikes,Road Bikes,Yes
40,335,BI_RB,BK-R50B-60,Road-650 Black- 60,487,Road,2012-07-01,Bikes,Road Bikes,Yes
41,337,BI_RB,BK-R50B-62,Road-650 Black- 62,487,Road,2012-07-01,Bikes,Road Bikes,Yes
42,327,BI_RB,BK-R50R-44,Road-650 Red- 44,487,Road,2012-07-01,Bikes,Road Bikes,Yes
43,329,BI_RB,BK-R50R-48,Road-650 Red- 48,487,Road,2012-07-01,Bikes,Road Bikes,Yes
44,331,BI_RB,BK-R50R-52,Road-650 Red- 52,487,Road,2012-07-01,Bikes,Road Bikes,Yes
45,321,BI_RB,BK-R50R-58,Road-650 Red- 58,487,Road,2012-07-01,Bikes,Road Bikes,Yes
46,323,BI_RB,BK-R50R-60,Road-650 Red- 60,487,Road,2012-07-01,Bikes,Road Bikes,Yes
47,325,BI_RB,BK-R50R-62,Road-650 Red- 62,487,Road,2012-07-01,Bikes,Road Bikes,Yes
48,368,BI_RB,BK-R89R-44,Road-250 Red- 44,1519,Road,2012-07-01,Bikes,Road Bikes,Yes
49,369,BI_RB,BK-R89R-48,Road-250 Red- 48,1519,Road,2012-07-01,Bikes,Road Bikes,Yes
50,370,BI_RB,BK-R89R-52,Road-250 Red- 52,1519,Road,2012-07-01,Bikes,Road Bikes,Yes
51,391,CO_FO,FK-1639,LL Fork,66,n/a,2012-07-01,Components,Forks,Yes
52,392,CO_FO,FK-5136,ML Fork,78,n/a,2012-07-01,Components,Forks,Yes
53,393,CO_FO,FK-9939,HL Fork,102,n/a,2012-07-01,Components,Forks,Yes
54,409,CO_MF,FR-M63B-38,ML Mountain Frame - Black- 38,186,Mountain,2012-07-01,Components,Mountain Frames,Yes
55,426,CO_MF,FR-M63B-40,ML Mountain Frame - Black- 40,186,Mountain,2012-07-01,Components,Mountain Frames,Yes
56,427,CO_MF,FR-M63B-44,ML Mountain Frame - Black- 44,186,Mountain,2012-07-01,Components,Mountain Frames,Yes
57,428,CO_MF,FR-M63B-48,ML Mountain Frame - Black- 48,186,Mountain,2012-07-01,Components,Mountain Frames,Yes
58,263,CO_RF,FR-R38R-44,LL Road Frame - Red- 44,187,Road,2012-07-01,Components,Road Frames,Yes
59,265,CO_RF,FR-R38R-48,LL Road Frame - Red- 48,187,Road,2012-07-01,Components,Road Frames,Yes
60,267,CO_RF,FR-R38R-52,LL Road Frame - Red- 52,187,Road,2012-07-01,Components,Road Frames,Yes
61,269,CO_RF,FR-R38R-58,LL Road Frame - Red- 58,187,Road,2012-07-01,Components,Road Frames,Yes
62,271,CO_RF,FR-R38R-60,LL Road Frame - Red- 60,187,Road,2012-07-01,Components,Road Frames,Yes
63,273,CO_RF,FR-R38R-62,LL Road Frame - Red- 62,187,Road,2012-07-01,Components,Road Frames,Yes
64,410,CO_WH,FW-M423,LL Mountain Front Wheel,27,Mountain,2012-07-01,Components,Wheels,Yes
65,411,CO_WH,FW-M762,ML Mountain Front Wheel,93,Mountain,2012-07-01,Components,Wheels,Yes
66,412,CO_WH,FW-M928,HL Mountain Front Wheel,133,Mountain,2012-07-01,Components,Wheels,Yes
67,413,CO_WH,FW-R623,LL Road Front Wheel,38,Road,2012-07-01,Components,Wheels,Yes
68,414,CO_WH,FW-R762,ML Road Front Wheel,110,Road,2012-07-01,Components,Wheels,Yes
69,415,CO_WH,FW-R820,HL Road Front Wheel,147,Road,2012-07-01,Components,Wheels,Yes
70,416,CO_WH,FW-T905,Touring Front Wheel,97,Touring,2012-07-01,Components,Wheels,Yes
71,470,CL_GL,GL-F110-L,Full-Finger Gloves- L,16,Mountain,2012-07-01,Clothing,Gloves,No
72,469,CL_GL,GL-F110-M,Full-Finger Gloves- M,16,Mountain,2012-07-01,Clothing,Gloves,No
73,468,CL_GL,GL-F110-S,Full-Finger Gloves- S,16,Mountain,2012-07-01,Clothing,Gloves,No
74,394,CO_HS,HS-0296,LL Headset,15,n/a,2012-07-01,Components,Headsets,No
75,395,CO_HS,HS-2451,ML Headset,45,n/a,2012-07-01,Components,Headsets,No
76,396,CO_HS,HS-3479,HL Headset,55,n/a,2012-07-01,Components,Headsets,No
77,447,AC_LO,LO-C100,Cable Lock,10,Other sales,2012-07-01,Accessories,Locks,Yes
78,451,AC_LI,LT-H902,Headlights - Dual-Beam,14,Road,2012-07-01,Accessories,Lights,Yes
79,452,AC_LI,LT-H903,Headlights - Weatherproof,19,Road,2012-07-01,Accessories,Lights,Yes
80,450,AC_LI,LT-T990,Taillights - Battery-Powered,6,Road,2012-07-01,Accessories,Lights,Yes
81,446,AC_PA,PA-T100,Touring-Panniers- Large,52,Touring,2012-07-01,Accessories,Panniers,No
82,448,AC_PU,PU-0452,Minipump,8,Other sales,2012-07-01,Accessories,Pumps,Yes
83,449,AC_PU,PU-M044,Mountain Pump,10,Mountain,2012-07-01,Accessories,Pumps,Yes
84,419,CO_WH,RW-M423,LL Mountain Rear Wheel,39,Mountain,2012-07-01,Components,Wheels,Yes
85,420,CO_WH,RW-M762,ML Mountain Rear Wheel,105,Mountain,2012-07-01,Components,Wheels,Yes
86,421,CO_WH,RW-M928,HL Mountain Rear Wheel,145,Mountain,2012-07-01,Components,Wheels,Yes
87,422,CO_WH,RW-R623,LL Road Rear Wheel,50,Road,2012-07-01,Components,Wheels,Yes
88,423,CO_WH,RW-R762,ML Road Rear Wheel,122,Road,2012-07-01,Components,Wheels,Yes
89,424,CO_WH,RW-R820,HL Road Rear Wheel,159,Road,2012-07-01,Components,Wheels,Yes
90,425,CO_WH,RW-T905,Touring Rear Wheel,109,Touring,2012-07-01,Components,Wheels,Yes
91,461,CL_BS,SB-M891-L,Men's Bib-Shorts- L,37,Other sales,2012-07-01,Clothing,Bib-Shorts,No
92,460,CL_BS,SB-M891-M,Men's Bib-Shorts- M,37,Other sales,2012-07-01,Clothing,Bib-Shorts,No
93,459,CL_BS,SB-M891-S,Men's Bib-Shorts- S,37,Other sales,2012-07-01,Clothing,Bib-Shorts,No
94,454,CL_SH,SH-M897-L,Men's Sports Shorts- L,25,Other sales,2012-07-01,Clothing,Shorts,No
95,453,CL_SH,SH-M897-M,Men's Sports Shorts- M,25,Other sales,2012-07-01,Clothing,Shorts,No
96,445,CL_SH,SH-M897-S,Men's Sports Shorts- S,25,Other sales,2012-07-01,Clothing,Shorts,No
97,455,CL_SH,SH-M897-X,Men's Sports Shorts- XL,25,Other sales,2012-07-01,Clothing,Shorts,No
98,458,CL_TI,TG-W091-L,Women's Tights- L,31,Other sales,2012-07-01,Clothing,Tights,No
99,457,CL_TI,TG-W091-M,Women's Tights- M,31,Other sales,2012-07-01,Clothing,Tights,No
100,456,CL_TI,TG-W091-S,Women's Tights- S,31,Other sales,2012-07-01,Clothing,Tights,No
101,601,CO_BB,BB-7421,LL Bottom Bracket,24,n/a,2013-07-01,Components,Bottom Brackets,Yes
102,602,CO_BB,BB-8107,ML Bottom Bracket,45,n/a,2013-07-01,Components,Bottom Brackets,Yes
103,603,CO_BB,BB-9108,HL Bottom Bracket,54,n/a,2013-07-01,Components,Bottom Brackets,Yes
104,478,AC_BC,BC-M005,Mountain Bottle Cage,4,Mountain,2013-07-01,Accessories,Bottles and Cages,No
105,479,AC_BC,BC-R205,Road Bottle Cage,3,Road,2013-07-01,Accessories,Bottles and Cages,No
106,596,BI_MB,BK-M18B-40,Mountain-500 Black- 40,295,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
107,597,BI_MB,BK-M18B-42,Mountain-500 Black- 42,295,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
108,598,BI_MB,BK-M18B-44,Mountain-500 Black- 44,295,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
109,599,BI_MB,BK-M18B-48,Mountain-500 Black- 48,295,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
110,600,BI_MB,BK-M18B-52,Mountain-500 Black- 52,295,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
111,591,BI_MB,BK-M18S-40,Mountain-500 Silver- 40,308,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
112,592,BI_MB,BK-M18S-42,Mountain-500 Silver- 42,308,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
113,593,BI_MB,BK-M18S-44,Mountain-500 Silver- 44,308,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
114,594,BI_MB,BK-M18S-48,Mountain-500 Silver- 48,308,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
115,595,BI_MB,BK-M18S-52,Mountain-500 Silver- 52,308,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
116,587,BI_MB,BK-M38S-38,Mountain-400-W Silver- 38,420,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
117,588,BI_MB,BK-M38S-40,Mountain-400-W Silver- 40,420,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
118,589,BI_MB,BK-M38S-42,Mountain-400-W Silver- 42,420,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
119,590,BI_MB,BK-M38S-46,Mountain-400-W Silver- 46,420,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
120,359,BI_MB,BK-M68B-38,Mountain-200 Black- 38,1252,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
121,361,BI_MB,BK-M68B-42,Mountain-200 Black- 42,1252,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
122,363,BI_MB,BK-M68B-46,Mountain-200 Black- 46,1252,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
123,353,BI_MB,BK-M68S-38,Mountain-200 Silver- 38,1266,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
124,355,BI_MB,BK-M68S-42,Mountain-200 Silver- 42,1266,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
125,357,BI_MB,BK-M68S-46,Mountain-200 Silver- 46,1266,Mountain,2013-07-01,Bikes,Mountain Bikes,Yes
126,604,BI_RB,BK-R19B-44,Road-750 Black- 44,344,Road,2013-07-01,Bikes,Road Bikes,Yes
127,605,BI_RB,BK-R19B-48,Road-750 Black- 48,344,Road,2013-07-01,Bikes,Road Bikes,Yes
128,606,BI_RB,BK-R19B-52,Road-750 Black- 52,344,Road,2013-07-01,Bikes,Road Bikes,Yes
129,584,BI_RB,BK-R19B-58,Road-750 Black- 58,344,Road,2013-07-01,Bikes,Road Bikes,Yes
130,382,BI_RB,BK-R64Y-38,Road-550-W Yellow- 38,713,Road,2013-07-01,Bikes,Road Bikes,Yes
131,384,BI_RB,BK-R64Y-40,Road-550-W Yellow- 40,713,Road,2013-07-01,Bikes,Road Bikes,Yes
132,386,BI_RB,BK-R64Y-42,Road-550-W Yellow- 42,713,Road,2013-07-01,Bikes,Road Bikes,Yes
133,388,BI_RB,BK-R64Y-44,Road-550-W Yellow- 44,713,Road,2013-07-01,Bikes,Road Bikes,Yes
134,390,BI_RB,BK-R64Y-48,Road-550-W Yellow- 48,713,Road,2013-07-01,Bikes,Road Bikes,Yes
135,580,BI_RB,BK-R79Y-40,Road-350-W Yellow- 40,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
136,581,BI_RB,BK-R79Y-42,Road-350-W Yellow- 42,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
137,582,BI_RB,BK-R79Y-44,Road-350-W Yellow- 44,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
138,583,BI_RB,BK-R79Y-48,Road-350-W Yellow- 48,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
139,374,BI_RB,BK-R89B-44,Road-250 Black- 44,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
140,376,BI_RB,BK-R89B-48,Road-250 Black- 48,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
141,378,BI_RB,BK-R89B-52,Road-250 Black- 52,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
142,380,BI_RB,BK-R89B-58,Road-250 Black- 58,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
143,372,BI_RB,BK-R89R-58,Road-250 Red- 58,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
144,585,BI_TB,BK-T18U-44,Touring-3000 Blue- 44,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
145,586,BI_TB,BK-T18U-50,Touring-3000 Blue- 50,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
146,565,BI_TB,BK-T18U-54,Touring-3000 Blue- 54,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
147,566,BI_TB,BK-T18U-58,Touring-3000 Blue- 58,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
148,567,BI_TB,BK-T18U-62,Touring-3000 Blue- 62,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
149,568,BI_TB,BK-T18Y-44,Touring-3000 Yellow- 44,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
150,569,BI_TB,BK-T18Y-50,Touring-3000 Yellow- 50,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
151,570,BI_TB,BK-T18Y-54,Touring-3000 Yellow- 54,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
152,571,BI_TB,BK-T18Y-58,Touring-3000 Yellow- 58,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
153,572,BI_TB,BK-T18Y-62,Touring-3000 Yellow- 62,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
154,577,BI_TB,BK-T44U-46,Touring-2000 Blue- 46,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
155,578,BI_TB,BK-T44U-50,Touring-2000 Blue- 50,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
156,579,BI_TB,BK-T44U-54,Touring-2000 Blue- 54,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
157,560,BI_TB,BK-T44U-60,Touring-2000 Blue- 60,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
158,573,BI_TB,BK-T79U-46,Touring-1000 Blue- 46,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
159,574,BI_TB,BK-T79U-50,Touring-1000 Blue- 50,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
160,575,BI_TB,BK-T79U-54,Touring-1000 Blue- 54,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
161,576,BI_TB,BK-T79U-60,Touring-1000 Blue- 60,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
162,561,BI_TB,BK-T79Y-46,Touring-1000 Yellow- 46,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
163,562,BI_TB,BK-T79Y-50,Touring-1000 Yellow- 50,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
164,563,BI_TB,BK-T79Y-54,Touring-1000 Yellow- 54,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
165,564,BI_TB,BK-T79Y-60,Touring-1000 Yellow- 60,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
166,225,CL_CA,CA-1098,AWC Logo Cap,7,Other sales,2013-07-01,Clothing,Caps,No
167,559,CO_CH,CH-0234,Chain,9,n/a,2013-07-01,Components,Chains,Yes
168,484,AC_CL,CL-9009,Bike Wash - Dissolver,3,Other sales,2013-07-01,Accessories,Cleaners,Yes
169,556,CO_CS,CS-4759,LL Crankset,78,n/a,2013-07-01,Components,Cranksets,Yes
170,557,CO_CS,CS-6583,ML Crankset,114,n/a,2013-07-01,Components,Cranksets,Yes
171,558,CO_CS,CS-9183,HL Crankset,180,n/a,2013-07-01,Components,Cranksets,Yes
172,555,CO_BR,FB-9873,Front Brakes,47,n/a,2013-07-01,Components,Brakes,Yes
173,552,CO_DE,FD-2342,Front Derailleur,41,n/a,2013-07-01,Components,Derailleurs,Yes
174,485,AC_FE,FE-6654,Fender Set - Mountain,8,Mountain,2013-07-01,Accessories,Fenders,No
175,550,CO_MF,FR-M21B-40,LL Mountain Frame - Black- 40,137,Mountain,2013-07-01,Components,Mountain Frames,Yes
176,531,CO_MF,FR-M21B-42,LL Mountain Frame - Black- 42,137,Mountain,2013-07-01,Components,Mountain Frames,Yes
177,532,CO_MF,FR-M21B-44,LL Mountain Frame - Black- 44,137,Mountain,2013-07-01,Components,Mountain Frames,Yes
178,533,CO_MF,FR-M21B-48,LL Mountain Frame - Black- 48,137,Mountain,2013-07-01,Components,Mountain Frames,Yes
179,534,CO_MF,FR-M21B-52,LL Mountain Frame - Black- 52,137,Mountain,2013-07-01,Components,Mountain Frames,Yes
180,551,CO_MF,FR-M21S-40,LL Mountain Frame - Silver- 40,145,Mountain,2013-07-01,Components,Mountain Frames,Yes
181,524,CO_MF,FR-M21S-42,LL Mountain Frame - Silver- 42,145,Mountain,2013-07-01,Components,Mountain Frames,Yes
182,525,CO_MF,FR-M21S-44,LL Mountain Frame - Silver- 44,145,Mountain,2013-07-01,Components,Mountain Frames,Yes
183,526,CO_MF,FR-M21S-48,LL Mountain Frame - Silver- 48,145,Mountain,2013-07-01,Components,Mountain Frames,Yes
184,527,CO_MF,FR-M21S-52,LL Mountain Frame - Silver- 52,145,Mountain,2013-07-01,Components,Mountain Frames,Yes
185,549,CO_MF,FR-M63S-38,ML Mountain Frame-W - Silver- 38,199,Mountain,2013-07-01,Components,Mountain Frames,Yes
186,511,CO_MF,FR-M63S-40,ML Mountain Frame-W - Silver- 40,199,Mountain,2013-07-01,Components,Mountain Frames,Yes
187,512,CO_MF,FR-M63S-42,ML Mountain Frame-W - Silver- 42,199,Mountain,2013-07-01,Components,Mountain Frames,Yes
188,513,CO_MF,FR-M63S-46,ML Mountain Frame-W - Silver- 46,199,Mountain,2013-07-01,Components,Mountain Frames,Yes
189,306,CO_MF,FR-M94B-38,HL Mountain Frame - Black- 38,739,Mountain,2013-07-01,Components,Mountain Frames,Yes
190,298,CO_MF,FR-M94B-42,HL Mountain Frame - Black- 42,739,Mountain,2013-07-01,Components,Mountain Frames,Yes
191,303,CO_MF,FR-M94B-46,HL Mountain Frame - Black- 46,739,Mountain,2013-07-01,Components,Mountain Frames,Yes
192,309,CO_MF,FR-M94S-38,HL Mountain Frame - Silver- 38,747,Mountain,2013-07-01,Components,Mountain Frames,Yes
193,290,CO_MF,FR-M94S-42,HL Mountain Frame - Silver- 42,747,Mountain,2013-07-01,Components,Mountain Frames,Yes
194,295,CO_MF,FR-M94S-46,HL Mountain Frame - Silver- 46,747,Mountain,2013-07-01,Components,Mountain Frames,Yes
195,281,CO_RF,FR-R38B-44,LL Road Frame - Black- 44,205,Road,2013-07-01,Components,Road Frames,Yes
196,284,CO_RF,FR-R38B-48,LL Road Frame - Black- 48,205,Road,2013-07-01,Components,Road Frames,Yes
197,287,CO_RF,FR-R38B-52,LL Road Frame - Black- 52,205,Road,2013-07-01,Components,Road Frames,Yes
198,255,CO_RF,FR-R38B-58,LL Road Frame - Black- 58,205,Road,2013-07-01,Components,Road Frames,Yes
199,258,CO_RF,FR-R38B-60,LL Road Frame - Black- 60,205,Road,2013-07-01,Components,Road Frames,Yes
200,261,CO_RF,FR-R38B-62,LL Road Frame - Black- 62,205,Road,2013-07-01,Components,Road Frames,Yes
201,418,CO_RF,FR-R72Y-38,ML Road Frame-W - Yellow- 38,361,Road,2013-07-01,Components,Road Frames,Yes
202,430,CO_RF,FR-R72Y-40,ML Road Frame-W - Yellow- 40,361,Road,2013-07-01,Components,Road Frames,Yes
203,432,CO_RF,FR-R72Y-42,ML Road Frame-W - Yellow- 42,361,Road,2013-07-01,Components,Road Frames,Yes
204,434,CO_RF,FR-R72Y-44,ML Road Frame-W - Yellow- 44,361,Road,2013-07-01,Components,Road Frames,Yes
205,436,CO_RF,FR-R72Y-48,ML Road Frame-W - Yellow- 48,361,Road,2013-07-01,Components,Road Frames,Yes
206,440,CO_RF,FR-R92B-44,HL Road Frame - Black- 44,869,Road,2013-07-01,Components,Road Frames,Yes
207,442,CO_RF,FR-R92B-48,HL Road Frame - Black- 48,869,Road,2013-07-01,Components,Road Frames,Yes
208,444,CO_RF,FR-R92B-52,HL Road Frame - Black- 52,869,Road,2013-07-01,Components,Road Frames,Yes
209,438,CO_RF,FR-R92B-62,HL Road Frame - Black- 62,869,Road,2013-07-01,Components,Road Frames,Yes
210,243,CO_RF,FR-R92R-44,HL Road Frame - Red- 44,869,Road,2013-07-01,Components,Road Frames,Yes
211,246,CO_RF,FR-R92R-48,HL Road Frame - Red- 48,869,Road,2013-07-01,Components,Road Frames,Yes
212,249,CO_RF,FR-R92R-52,HL Road Frame - Red- 52,869,Road,2013-07-01,Components,Road Frames,Yes
213,252,CO_RF,FR-R92R-56,HL Road Frame - Red- 56,869,Road,2013-07-01,Components,Road Frames,Yes
214,240,CO_RF,FR-R92R-62,HL Road Frame - Red- 62,869,Road,2013-07-01,Components,Road Frames,Yes
215,510,CO_TF,FR-T67U-44,LL Touring Frame - Blue- 44,200,Touring,2013-07-01,Components,Touring Frames,Yes
216,502,CO_TF,FR-T67U-50,LL Touring Frame - Blue- 50,200,Touring,2013-07-01,Components,Touring Frames,Yes
217,503,CO_TF,FR-T67U-54,LL Touring Frame - Blue- 54,200,Touring,2013-07-01,Components,Touring Frames,Yes
218,504,CO_TF,FR-T67U-58,LL Touring Frame - Blue- 58,200,Touring,2013-07-01,Components,Touring Frames,Yes
219,505,CO_TF,FR-T67U-62,LL Touring Frame - Blue- 62,200,Touring,2013-07-01,Components,Touring Frames,Yes
220,506,CO_TF,FR-T67Y-44,LL Touring Frame - Yellow- 44,200,Touring,2013-07-01,Components,Touring Frames,Yes
221,507,CO_TF,FR-T67Y-50,LL Touring Frame - Yellow- 50,200,Touring,2013-07-01,Components,Touring Frames,Yes
222,508,CO_TF,FR-T67Y-54,LL Touring Frame - Yellow- 54,200,Touring,2013-07-01,Components,Touring Frames,Yes
223,509,CO_TF,FR-T67Y-58,LL Touring Frame - Yellow- 58,200,Touring,2013-07-01,Components,Touring Frames,Yes
224,493,CO_TF,FR-T67Y-62,LL Touring Frame - Yellow- 62,200,Touring,2013-07-01,Components,Touring Frames,Yes
225,497,CO_TF,FR-T98U-46,HL Touring Frame - Blue- 46,602,Touring,2013-07-01,Components,Touring Frames,Yes
226,498,CO_TF,FR-T98U-50,HL Touring Frame - Blue- 50,602,Touring,2013-07-01,Components,Touring Frames,Yes
227,499,CO_TF,FR-T98U-54,HL Touring Frame - Blue- 54,602,Touring,2013-07-01,Components,Touring Frames,Yes
228,500,CO_TF,FR-T98U-60,HL Touring Frame - Blue- 60,602,Touring,2013-07-01,Components,Touring Frames,Yes
229,494,CO_TF,FR-T98Y-46,HL Touring Frame - Yellow- 46,602,Touring,2013-07-01,Components,Touring Frames,Yes
230,495,CO_TF,FR-T98Y-50,HL Touring Frame - Yellow- 50,602,Touring,2013-07-01,Components,Touring Frames,Yes
231,496,CO_TF,FR-T98Y-54,HL Touring Frame - Yellow- 54,602,Touring,2013-07-01,Components,Touring Frames,Yes
232,492,CO_TF,FR-T98Y-60,HL Touring Frame - Yellow- 60,602,Touring,2013-07-01,Components,Touring Frames,Yes
233,467,CL_GL,GL-H102-L,Half-Finger Gloves- L,9,Other sales,2013-07-01,Clothing,Gloves,No
