SO43806,BK-R93R-48,5525,2011-01-22,2011-01-29,2011-02-03,3578,1,3578
SO43807,BK-R93R-48,613,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43808,BK-R93R-52,2261,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43809,BK-R93R-62,5352,2011-01-23,2011-01-30,2011-02-04,3578,1,3578
SO43810,BK-M82S-42,6,2011-01-23,2011-01-30,2011-02-04,3400,1,3400
SO43811,BK-M82S-44,28,2011-01-23,2011-01-30,2011-02-04,3400,1,3400
SO43812,BK-R93R-48,16664,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43813,BK-M82B-44,17392,2011-01-24,2011-01-31,2011-02-05,3375,1,3375
SO43814,BK-M82B-44,14868,2011-01-24,2011-01-31,2011-02-05,3375,1,3375
SO43815,BK-R93R-44,5496,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43816,BK-R93R-56,5498,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43817,BK-R93R-62,5521,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43818,BK-R93R-48,5530,2011-01-24,2011-01-31,2011-02-05,3578,1,3578
SO43819,BK-M82S-44,8,2011-01-24,2011-01-31,2011-02-05,3400,1,3400
SO43820,BK-R93R-48,16653,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43821,BK-R93R-62,16665,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43822,BK-R93R-52,16671,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43823,BK-R50B-52,8944,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43824,BK-R50B-44,3560,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43825,BK-R93R-52,5351,2011-01-25,2011-02-01,2011-02-06,3578,1,3578
SO43826,BK-M82B-38,10,2011-01-25,2011-02-01,2011-02-06,3375,1,3375
SO43827,BK-R50B-44,14252,2011-01-25,2011-02-01,2011-02-06,699,1,699
SO43828,BK-R93R-62,16607,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43829,BK-R93R-62,16613,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43830,BK-R93R-44,5349,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43831,BK-M82B-42,30,2011-01-26,2011-02-02,2011-02-07,3375,1,3375
SO43832,BK-R93R-62,2586,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43833,BK-R93R-62,10729,2011-01-27,2011-02-03,2011-02-08,3578,1,3578
SO43834,BK-M82B-38,17395,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43835,BK-M82B-38,8804,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43836,BK-R50R-62,15622,2011-01-27,2011-02-03,2011-02-08,699,1,699
SO43837,BK-M82B-44,11,2011-01-27,2011-02-03,2011-02-08,3375,1,3375
SO43838,BK-R93R-52,16643,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43839,BK-R93R-44,16675,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43840,BK-R50R-44,6959,2011-01-28,2011-02-04,2011-02-09,699,1,699
SO43841,BK-R93R-56,2408,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43842,BK-R93R-48,5632,2011-01-28,2011-02-04,2011-02-09,3578,1,3578
SO43918,BK-R93R-52,11043,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43919,BK-R93R-56,1126,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43920,BK-R93R-52,17068,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43921,BK-R93R-52,5745,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43922,BK-R93R-62,2548,2011-01-29,2011-02-05,2011-02-10,3578,1,3578
SO43923,BK-R93R-48,17020,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43924,BK-R93R-62,1134,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43925,BK-R93R-56,5663,2011-01-30,2011-02-06,2011-02-11,3578,1,3578
SO43926,BK-M82B-48,57,2011-01-31,2011-02-07,2011-02-12,3375,1,3375
SO43927,BK-R93R-56,5664,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43928,BK-R93R-52,5742,2011-01-31,2011-02-07,2011-02-12,3578,1,3578
SO43929,BK-R50R-60,14272,2011-01-31,2011-02-07,2011-02-12,699,1,699
SO43930,BK-R93R-48,17040,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43931,BK-R93R-52,2550,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43932,BK-R93R-56,5743,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43933,BK-M82S-48,33,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43934,BK-M82S-44,36,2011-02-01,2011-02-08,2011-02-13,3400,1,3400
SO43935,BK-R50B-60,9050,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43936,BK-R93R-44,17067,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43937,BK-R93R-48,6049,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43938,BK-R93R-62,5688,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43939,BK-R93R-48,5661,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO43940,BK-R50B-62,14296,2011-02-02,2011-02-09,2011-02-14,699,1,699
SO43941,BK-R93R-56,2602,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43942,BK-R93R-62,6053,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43943,BK-R50B-44,3567,2011-02-03,2011-02-10,2011-02-15,699,1,699
SO43944,BK-M82S-38,56,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43945,BK-R93R-62,5677,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43946,BK-R93R-52,5689,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43947,BK-R93R-62,5714,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO43948,BK-M82S-42,49,2011-02-03,2011-02-10,2011-02-15,3400,1,3400
SO43949,BK-R93R-62,16728,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43950,BK-R93R-44,17016,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43951,BK-R93R-44,5698,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43952,BK-R93R-48,5641,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43953,BK-R50B-52,9051,2011-02-05,2011-02-12,2011-02-17,699,1,699
SO43954,BK-R93R-44,2604,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43955,BK-R93R-56,2663,2011-02-05,2011-02-12,2011-02-17,3578,1,3578
SO43956,BK-M82S-38,32,2011-02-05,2011-02-12,2011-02-17,3400,1,3400
SO43957,BK-R93R-52,17070,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43958,BK-R93R-48,5660,2011-02-06,2011-02-13,2011-02-18,3578,1,3578
SO43959,BK-M82B-38,37,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43960,BK-M82B-42,48,2011-02-06,2011-02-13,2011-02-18,3375,1,3375
SO43961,BK-R93R-44,17033,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43962,BK-R93R-48,17078,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43963,BK-R93R-56,5687,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43964,BK-R93R-48,5747,2011-02-07,2011-02-14,2011-02-19,3578,1,3578
SO43965,BK-M82B-48,40,2011-02-07,2011-02-14,2011-02-19,3375,1,3375
SO43966,BK-M82S-48,41,2011-02-07,2011-02-14,2011-02-19,3400,1,3400
SO43967,BK-R93R-52,17042,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43968,BK-R93R-52,17069,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43969,BK-R93R-62,17073,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43970,BK-R93R-44,5686,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43971,BK-R93R-56,5659,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43972,BK-R93R-56,10941,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43973,BK-R93R-48,17041,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43974,BK-R93R-48,2689,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43975,BK-R93R-48,2542,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43976,BK-R93R-62,17065,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43977,BK-R93R-48,5705,2011-02-09,2011-02-16,2011-02-21,3578,1,3578
SO43978,BK-R93R-62,17032,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43979,BK-R50R-60,3578,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43980,BK-M82B-48,50,2011-02-10,2011-02-17,2011-02-22,3375,1,3375
SO43981,BK-R93R-56,5666,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO43982,BK-R50B-52,14273,2011-02-10,2011-02-17,2011-02-22,699,1,699
SO43983,BK-R93R-56,17019,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43984,BK-R93R-44,2547,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43985,BK-R93R-52,2517,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43986,BK-R93R-62,17072,2011-02-11,2011-02-18,2011-02-23,3578,1,3578
SO43987,BK-R93R-62,17044,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43988,BK-M82S-38,246,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43989,BK-R93R-48,17085,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43990,BK-M82S-38,14874,2011-02-12,2011-02-19,2011-02-24,3400,1,3400
SO43991,BK-R93R-62,5662,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43992,BK-R93R-44,5640,2011-02-12,2011-02-19,2011-02-24,3578,1,3578
SO43993,BK-R93R-56,5931,2011-02-14,2011-02-21,2011-02-26,3578,1,3578
SO43994,BK-R93R-56,16683,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43995,BK-R93R-48,10815,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43996,BK-R93R-62,16922,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43997,BK-R93R-62,17024,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO43998,BK-M82B-38,35,2011-02-15,2011-02-22,2011-02-27,3375,1,3375
SO43999,BK-R93R-44,17049,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO44000,BK-R93R-44,16920,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44001,BK-R93R-52,17046,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44002,BK-R50B-62,3574,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44003,BK-R50B-52,8327,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44004,BK-R93R-62,17063,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44005,BK-R50B-60,15631,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44006,BK-R93R-62,5746,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44007,BK-R50R-58,14557,2011-02-16,2011-02-23,2011-02-28,699,1,699
SO44008,BK-R93R-48,16680,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44009,BK-R93R-56,16761,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44010,BK-R93R-62,2682,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44011,BK-R93R-62,2516,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44012,BK-M82B-42,54,2011-02-17,2011-02-24,2011-03-01,3375,1,3375
SO44013,BK-R93R-48,5930,2011-02-17,2011-02-24,2011-03-01,3578,1,3578
SO44014,BK-R93R-52,16919,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44015,BK-R93R-44,2695,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44016,BK-M82B-44,249,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44017,BK-R93R-62,17080,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44018,BK-M82B-44,14878,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44019,BK-R93R-62,5703,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44020,BK-R93R-44,5933,2011-02-18,2011-02-25,2011-03-02,3578,1,3578
SO44021,BK-M82B-38,34,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44022,BK-R93R-52,11010,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44023,BK-M82B-42,8832,2011-02-19,2011-02-26,2011-03-03,3375,1,3375
SO44024,BK-R93R-56,5665,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44025,BK-R93R-56,5710,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44026,BK-R93R-62,6047,2011-02-19,2011-02-26,2011-03-03,3578,1,3578
SO44027,BK-R93R-62,10923,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44028,BK-R93R-48,6050,2011-02-20,2011-02-27,2011-03-04,3578,1,3578
SO44029,BK-M82B-44,52,2011-02-20,2011-02-27,2011-03-04,3375,1,3375
SO44030,BK-R93R-44,1133,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44031,BK-R93R-52,2691,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44032,BK-M82S-38,245,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44033,BK-R93R-56,5695,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44034,BK-R93R-52,5704,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44035,BK-R93R-48,5709,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44036,BK-R93R-62,6048,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44037,BK-R50R-48,14274,2011-02-21,2011-02-28,2011-03-05,699,1,699
SO44038,BK-M82S-38,14870,2011-02-21,2011-02-28,2011-03-05,3400,1,3400
SO44039,BK-R50B-52,6973,2011-02-22,2011-03-01,2011-03-06,699,1,699
SO44040,BK-M82B-48,59,2011-02-22,2011-03-01,2011-03-06,3375,1,3375
SO44041,BK-R93R-52,5744,2011-02-22,2011-03-01,2011-03-06,3578,1,3578
SO44042,BK-R93R-52,2680,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44043,BK-R93R-44,2681,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44044,BK-R93R-56,2692,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44045,BK-M82S-38,17396,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44046,BK-R93R-52,17066,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44047,BK-M82S-38,14880,2011-02-23,2011-03-02,2011-03-07,3400,1,3400
SO44048,BK-R93R-56,5715,2011-02-23,2011-03-02,2011-03-07,3578,1,3578
SO44049,BK-R93R-56,2540,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44050,BK-R93R-62,6052,2011-02-24,2011-03-03,2011-03-08,3578,1,3578
SO44051,BK-R93R-62,2693,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44052,BK-R93R-56,5639,2011-02-25,2011-03-04,2011-03-09,3578,1,3578
SO44053,BK-R50B-44,8331,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44054,BK-R93R-56,2544,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44055,BK-R93R-62,2545,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44056,BK-R93R-56,2561,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44057,BK-R50B-44,3579,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44058,BK-M82B-44,58,2011-02-26,2011-03-05,2011-03-10,3375,1,3375
SO44059,BK-R93R-52,5690,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44060,BK-R50B-52,14275,2011-02-26,2011-03-05,2011-03-10,699,1,699
SO44061,BK-R93R-62,16921,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44062,BK-R93R-62,17043,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44063,BK-M82S-38,242,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44064,BK-R93R-62,11052,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44065,BK-R93R-62,17064,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44066,BK-M82S-38,14869,2011-02-27,2011-03-06,2011-03-11,3400,1,3400
SO44067,BK-R93R-62,6051,2011-02-27,2011-03-06,2011-03-11,3578,1,3578
SO44068,BK-R93R-52,2543,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44069,BK-M82B-42,17397,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44070,BK-M82B-42,8831,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44071,BK-R93R-52,5693,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44072,BK-R93R-44,5658,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44073,BK-M82B-48,46,2011-02-28,2011-03-07,2011-03-12,3375,1,3375
SO44134,BK-R93R-62,2823,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44135,BK-R93R-62,17158,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44136,BK-R93R-44,11116,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44137,BK-R93R-56,6330,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
